frame,train_track_id,train_conf,train_bbox,assigned_track,overlap
0,1,0.8634061217308044,"[665.5052490234375, 389.87109375, 1302.7427978515625, 733.355224609375]",voie1,0.0402
1,1,0.8629193305969238,"[666.3617553710938, 389.6390380859375, 1302.1878662109375, 732.8510131835938]",voie1,0.0396
2,1,0.8666049838066101,"[672.0557861328125, 389.4486083984375, 1299.4111328125, 730.5062866210938]",voie1,0.0374
3,1,0.8668116331100464,"[673.5128784179688, 389.34613037109375, 1298.3636474609375, 729.7041015625]",voie1,0.0364
4,1,0.875310480594635,"[673.673095703125, 389.1201171875, 1304.5108642578125, 728.7188110351562]",voie1,0.0347
5,1,0.8754351735115051,"[673.4492797851562, 389.2848815917969, 1306.3392333984375, 728.6419677734375]",voie1,0.0346
6,1,0.8780656456947327,"[669.2461547851562, 386.6260986328125, 1313.607666015625, 729.8738403320312]",voie1,0.0363
7,1,0.8781670331954956,"[668.19677734375, 385.7691345214844, 1316.658447265625, 730.2675170898438]",voie1,0.0366
8,1,0.8734675645828247,"[668.3583374023438, 384.47784423828125, 1323.737060546875, 730.7960205078125]",voie1,0.0358
9,1,0.8735002279281616,"[667.670654296875, 384.11761474609375, 1325.61669921875, 730.7796020507812]",voie1,0.0356
10,1,0.8686845898628235,"[666.8484497070312, 382.908203125, 1334.619873046875, 731.5777587890625]",voie1,0.0354
11,1,0.8686119914054871,"[666.5398559570312, 382.1632995605469, 1337.8701171875, 731.8451538085938]",voie1,0.0355
12,1,0.8717893958091736,"[665.5091552734375, 381.7347106933594, 1338.150634765625, 732.6133422851562]",voie1,0.0361
13,1,0.8717537522315979,"[665.5846557617188, 381.5645751953125, 1338.50927734375, 732.9384155273438]",voie1,0.0364
14,1,0.8683733344078064,"[665.6966552734375, 381.02203369140625, 1341.378662109375, 733.7109375]",voie1,0.0385
15,1,0.8683616518974304,"[665.6669311523438, 381.28253173828125, 1342.548583984375, 734.0220947265625]",voie1,0.0387
16,1,0.8674379587173462,"[666.6370849609375, 381.31085205078125, 1348.1585693359375, 734.3570556640625]",voie1,0.0376
17,1,0.8673551678657532,"[666.7477416992188, 381.03369140625, 1349.8753662109375, 734.3580932617188]",voie1,0.0375
18,1,0.8644142746925354,"[666.7498779296875, 380.61871337890625, 1353.6912841796875, 733.47216796875]",voie1,0.0373
19,1,0.8632715940475464,"[666.637939453125, 380.6605529785156, 1354.9525146484375, 733.224853515625]",voie1,0.037
20,1,0.8667402863502502,"[664.8603515625, 380.1259765625, 1358.8865966796875, 739.5067138671875]",voie1,0.0429
