frame,track_id,train_bbox,train_conf,assigned_track,overlap
243,1,"[558.7042846679688, 579.039794921875, 902.994873046875, 895.2893676757812]",0.845227062702179,,0.2817
244,1,"[559.974609375, 578.7921752929688, 903.7422485351562, 897.2642211914062]",0.8446173667907715,,0.2932
245,1,"[560.7150268554688, 578.5001220703125, 904.1421508789062, 897.7984619140625]",0.8445074558258057,,0.2966
246,1,"[556.3181762695312, 578.4326782226562, 907.2615356445312, 895.5133056640625]",0.8474686145782471,,0.2819
247,1,"[554.4990844726562, 578.6162109375, 908.365966796875, 894.818359375]",0.8475008010864258,,0.2774
248,1,"[552.6238403320312, 578.1407470703125, 911.8432006835938, 893.349853515625]",0.8517228364944458,,0.2689
249,1,"[551.7001953125, 578.281982421875, 912.8636474609375, 893.1260986328125]",0.8517328500747681,,0.2675
250,1,"[551.4398193359375, 577.330810546875, 914.288818359375, 893.695068359375]",0.8517585396766663,,0.27
251,1,"[551.677978515625, 577.1928100585938, 915.1495361328125, 894.1171264648438]",0.8518393635749817,,0.2726
252,1,"[551.5333862304688, 578.5911865234375, 914.3687744140625, 895.0558471679688]",0.8539130687713623,,0.265
253,1,"[551.5903930664062, 578.3565063476562, 914.159912109375, 894.6748046875]",0.8538967370986938,,0.2628
254,1,"[550.908447265625, 577.0313720703125, 916.499267578125, 895.0861206054688]",0.8530808091163635,,0.2775
255,1,"[550.740966796875, 577.1876831054688, 917.4156494140625, 895.8838500976562]",0.8530493974685669,,0.2821
256,1,"[549.80029296875, 576.7241821289062, 916.504638671875, 895.0322875976562]",0.8528683185577393,,0.2761
257,1,"[549.7216186523438, 576.6583862304688, 916.3773803710938, 894.7971801757812]",0.8529840111732483,,0.2747
258,1,"[549.8294067382812, 577.0338745117188, 914.9300537109375, 894.4318237304688]",0.8513604998588562,,0.2727
259,1,"[549.798583984375, 577.1835327148438, 914.3892822265625, 894.1771850585938]",0.851283073425293,,0.2713
260,1,"[551.3206176757812, 575.6212158203125, 915.3292846679688, 894.5135498046875]",0.8524330854415894,,0.2732
261,1,"[551.8646240234375, 575.2837524414062, 915.791748046875, 894.8553466796875]",0.8524690270423889,,0.2753
262,1,"[554.01416015625, 574.5638427734375, 916.4017944335938, 896.991455078125]",0.8515702486038208,,0.2877
263,1,"[554.447265625, 574.29345703125, 916.2205200195312, 897.8109130859375]",0.8515160083770752,,0.292
264,1,"[554.8171997070312, 574.515625, 918.021484375, 897.8587036132812]",0.8530349135398865,,0.2795
265,1,"[555.14453125, 574.5580444335938, 918.890869140625, 897.7623901367188]",0.8530505895614624,,0.2796
266,1,"[555.9058837890625, 572.7403564453125, 915.9693603515625, 896.5718994140625]",0.8505386114120483,,0.2647
267,1,"[556.5383911132812, 572.5201416015625, 915.1613159179688, 896.5682983398438]",0.8506036400794983,,0.2647
268,1,"[553.2063598632812, 574.2540283203125, 919.01416015625, 898.8446655273438]",0.8549591898918152,,0.2833
269,1,"[551.357177734375, 574.34130859375, 919.740966796875, 899.2297973632812]",0.8549425005912781,,0.2841
270,1,"[549.8470458984375, 575.3377075195312, 918.1723022460938, 900.1490478515625]",0.8561122417449951,,0.2876
271,1,"[549.5933837890625, 575.2039184570312, 917.9265747070312, 899.9905395507812]",0.8562365770339966,,0.2865
272,1,"[548.6865234375, 574.3201293945312, 918.67333984375, 899.7117919921875]",0.8555506467819214,,0.2839
273,1,"[548.207763671875, 574.0980224609375, 918.8812255859375, 899.6155395507812]",0.8555471301078796,,0.283
274,1,"[548.4800415039062, 574.1063842773438, 920.4430541992188, 900.0034790039062]",0.856311559677124,,0.2008
275,1,"[548.77978515625, 574.1516723632812, 921.2979736328125, 900.0493774414062]",0.8563529849052429,,0.2015
276,1,"[548.2872924804688, 574.8471069335938, 920.8472900390625, 900.5504150390625]",0.8558205962181091,,0.2066
277,1,"[547.900634765625, 574.6597290039062, 920.5135498046875, 900.30029296875]",0.8557522296905518,,0.205
278,1,"[546.6881103515625, 571.6748046875, 916.3239135742188, 900.5416259765625]",0.8496705889701843,,0.1992
279,1,"[546.7002563476562, 571.3841552734375, 915.4127807617188, 901.23779296875]",0.8496763110160828,,0.2017
280,1,"[548.5271606445312, 571.4803466796875, 918.1964111328125, 901.0056762695312]",0.8536546230316162,,0.2658
281,1,"[548.7399291992188, 571.8406372070312, 918.8629760742188, 901.22021484375]",0.8536500930786133,,0.2675
282,1,"[547.033935546875, 571.471923828125, 915.1524658203125, 901.147216796875]",0.8497382998466492,,0.1964
283,1,"[546.673095703125, 571.2276000976562, 914.0094604492188, 901.0418090820312]",0.8497117757797241,,0.1972
284,1,"[547.8109741210938, 572.765380859375, 915.38427734375, 903.2903442382812]",0.8525777459144592,,0.2063
285,1,"[547.9539794921875, 572.562744140625, 915.643310546875, 903.2703857421875]",0.8529654145240784,,0.2062
286,1,"[546.4295654296875, 570.835693359375, 915.2149047851562, 902.1229858398438]",0.8492101430892944,,0.1993
287,1,"[546.3963012695312, 570.6585693359375, 915.5137939453125, 902.1555786132812]",0.8493176102638245,,0.1994
288,1,"[546.3257446289062, 570.2897338867188, 917.415283203125, 903.5540771484375]",0.8515716195106506,,0.2088
289,1,"[546.1359252929688, 570.2252807617188, 917.8265991210938, 904.1242065429688]",0.8515926003456116,,0.2083
290,1,"[547.2216796875, 570.1453247070312, 918.6046752929688, 904.700439453125]",0.852304220199585,,0.2056
291,1,"[547.4139404296875, 570.1322021484375, 918.7108764648438, 904.88330078125]",0.8521462678909302,,0.2065
292,1,"[546.5595703125, 569.7215576171875, 917.8674926757812, 904.5420532226562]",0.8512283563613892,,0.207
293,1,"[546.4171142578125, 569.6638793945312, 917.8880004882812, 904.3921508789062]",0.8512136936187744,,0.2063
294,1,"[546.5316772460938, 569.5519409179688, 920.3416137695312, 904.9065551757812]",0.8512778878211975,,0.2185
295,1,"[546.7452392578125, 569.168701171875, 921.4310913085938, 904.7455444335938]",0.8512910008430481,,0.2181
296,1,"[544.6242065429688, 568.3685302734375, 919.2432861328125, 904.9135131835938]",0.8505129814147949,,0.2013
297,1,"[543.5817260742188, 568.403564453125, 918.2765502929688, 905.2655029296875]",0.8504855632781982,,0.2017
298,1,"[541.7442626953125, 566.943603515625, 921.1634521484375, 905.3250122070312]",0.8453165888786316,,0.2014
299,1,"[541.5325317382812, 566.558837890625, 922.5806274414062, 905.5439453125]",0.8453549742698669,,0.2026
300,1,"[545.4244995117188, 567.3171997070312, 924.6590576171875, 907.004638671875]",0.848447859287262,,0.2149
301,1,"[546.0703735351562, 567.2544555664062, 924.5189208984375, 907.1759643554688]",0.8487839102745056,,0.2159
302,1,"[542.1416625976562, 566.3716430664062, 924.662353515625, 906.0630493164062]",0.8462126851081848,,0.1968
303,1,"[541.010009765625, 566.364990234375, 925.7830200195312, 905.8819580078125]",0.8466191291809082,,0.1961
304,1,"[538.89306640625, 564.5285034179688, 923.9786376953125, 907.2496948242188]",0.8439828753471375,,0.2102
305,1,"[539.1007080078125, 564.2328491210938, 924.2034912109375, 908.0777587890625]",0.844275712966919,,0.2105
306,1,"[542.4232788085938, 565.0819091796875, 928.6278686523438, 909.3428955078125]",0.8508612513542175,,0.1937
307,1,"[542.2319946289062, 564.8775024414062, 928.8150634765625, 909.2891235351562]",0.8509120941162109,,0.1937
308,1,"[543.77392578125, 559.9099731445312, 928.9977416992188, 909.2235107421875]",0.8360867500305176,,0.2201
309,1,"[545.0436401367188, 558.7478637695312, 929.7576904296875, 909.8644409179688]",0.8361319899559021,,0.1925
310,1,"[543.1013793945312, 557.8627319335938, 930.915771484375, 910.6167602539062]",0.8356494903564453,,0.1954
311,1,"[542.0960083007812, 557.3092651367188, 931.0440673828125, 910.5765380859375]",0.8356364965438843,,0.1965
312,1,"[544.6848754882812, 556.4296264648438, 934.2594604492188, 907.791748046875]",0.8398799896240234,,0.1865
313,1,"[545.5526733398438, 556.6303100585938, 935.4868774414062, 907.0635375976562]",0.8399113416671753,,0.1836
314,1,"[542.5067138671875, 556.6312866210938, 932.1755981445312, 910.481689453125]",0.8356944918632507,,0.1889
315,1,"[541.1885986328125, 555.8828735351562, 930.8297729492188, 910.9609375]",0.8358350992202759,,0.1918
316,1,"[540.6063842773438, 554.509765625, 932.2869262695312, 913.5545654296875]",0.840358555316925,,0.201
317,1,"[540.7837524414062, 554.732421875, 933.0546875, 915.23876953125]",0.8412203192710876,,0.2029
318,1,"[539.0348510742188, 553.5053100585938, 933.867919921875, 916.4066772460938]",0.838726282119751,,0.2061
319,1,"[538.7144165039062, 553.1826171875, 934.4979248046875, 916.8710327148438]",0.838721513748169,,0.2068
320,1,"[536.9526977539062, 553.8884887695312, 931.9293823242188, 915.453125]",0.845029354095459,,0.209
321,1,"[536.2058715820312, 554.7612915039062, 930.8780517578125, 915.3937377929688]",0.8448916077613831,,0.2111
322,1,"[538.6296997070312, 553.2139892578125, 934.5474243164062, 915.30517578125]",0.8377379179000854,,0.2105
323,1,"[538.9780883789062, 552.835693359375, 935.3688354492188, 915.3790283203125]",0.8377503752708435,,0.2095
324,1,"[533.8903198242188, 554.5989379882812, 932.4345703125, 918.6512451171875]",0.848030149936676,,0.2125
325,1,"[532.7164916992188, 554.1844482421875, 932.071044921875, 918.8118896484375]",0.8480468392372131,,0.2144
326,1,"[531.5923461914062, 553.1093139648438, 929.1759033203125, 916.3650512695312]",0.8415167927742004,,0.2192
327,1,"[531.3145141601562, 553.6881103515625, 928.2167358398438, 916.3682250976562]",0.8413895964622498,,0.2205
328,1,"[534.2786865234375, 552.2943115234375, 932.4190063476562, 917.07275390625]",0.8382161259651184,,0.2142
329,1,"[535.281982421875, 551.3318481445312, 933.8184814453125, 916.8140258789062]",0.8382956385612488,,0.211
330,1,"[538.3658447265625, 550.643310546875, 942.1397705078125, 916.2166137695312]",0.8340699672698975,,0.201
331,1,"[538.8973999023438, 550.4768676757812, 944.6735229492188, 916.0368041992188]",0.8340164422988892,,0.1987
332,1,"[539.3511352539062, 549.8388061523438, 942.6478271484375, 915.5986938476562]",0.8364095091819763,,0.2038
333,1,"[539.5157470703125, 549.9715576171875, 941.8967895507812, 915.7628173828125]",0.8363868594169617,,0.2043
334,1,"[540.6246948242188, 550.5658569335938, 943.0257568359375, 916.5881958007812]",0.8357576131820679,,0.1978
335,1,"[541.1514282226562, 550.4822387695312, 943.5071411132812, 916.5526733398438]",0.8357126712799072,,0.1967
336,1,"[539.0107421875, 548.95263671875, 942.9418334960938, 916.133544921875]",0.8369153738021851,,0.2044
337,1,"[538.157958984375, 549.0291137695312, 942.6884765625, 916.5776977539062]",0.8368934988975525,,0.2065
338,1,"[537.86474609375, 547.8876342773438, 940.7783203125, 916.193603515625]",0.8414753675460815,,0.2125
339,1,"[537.8414916992188, 547.6878051757812, 940.0174560546875, 916.200439453125]",0.841457188129425,,0.2128
340,1,"[535.12890625, 547.426513671875, 943.7078247070312, 916.7554931640625]",0.8367290496826172,,0.2388
341,1,"[533.5798950195312, 547.2098999023438, 944.5322875976562, 916.8922119140625]",0.8367888331413269,,0.2345
342,1,"[533.5640258789062, 547.0529174804688, 946.0628662109375, 916.9810791015625]",0.8379201292991638,,0.2107
343,1,"[533.658447265625, 546.6726684570312, 946.8358764648438, 916.6813354492188]",0.8377867341041565,,0.2095
344,1,"[534.9368896484375, 542.9452514648438, 951.5479736328125, 915.43798828125]",0.8368165493011475,,0.2299
345,1,"[535.8065795898438, 542.2809448242188, 953.822998046875, 915.6520385742188]",0.8366515636444092,,0.2273
346,1,"[538.4038696289062, 543.3489379882812, 967.3545532226562, 916.8890380859375]",0.8469597697257996,,0.2026
347,1,"[538.4253540039062, 543.3008422851562, 971.475341796875, 916.9083251953125]",0.8471155166625977,,0.2006
348,1,"[538.177001953125, 540.3995361328125, 968.465087890625, 914.4010620117188]",0.8395394682884216,,0.1919
349,1,"[539.1246337890625, 539.9415283203125, 968.1497192382812, 914.1213989257812]",0.8395038843154907,,0.1901
350,1,"[536.8914184570312, 541.1600952148438, 974.1295776367188, 916.5951538085938]",0.8439580798149109,,0.2158
351,1,"[535.1937255859375, 541.1209106445312, 975.5360717773438, 917.0790405273438]",0.8440485596656799,,0.2182
352,1,"[534.5747680664062, 541.065185546875, 973.3590698242188, 916.28369140625]",0.8460041284561157,,0.1922
353,1,"[535.3081665039062, 541.0313720703125, 973.3623657226562, 915.6726684570312]",0.8460317850112915,,0.1903
354,1,"[540.0357055664062, 538.6630859375, 974.2735595703125, 914.61279296875]",0.8437289595603943,,0.2129
355,1,"[541.0936889648438, 538.3990478515625, 973.8674926757812, 914.9219970703125]",0.8437466621398926,,0.2118
356,1,"[540.3441772460938, 538.453125, 977.08740234375, 916.5294799804688]",0.8457562327384949,,0.2135
357,1,"[539.4287109375, 538.1450805664062, 977.77783203125, 916.7607421875]",0.8457220792770386,,0.2147
358,1,"[534.90087890625, 540.112060546875, 982.829345703125, 917.1700439453125]",0.8521682024002075,,0.2146
359,1,"[533.2528076171875, 540.6951904296875, 985.02783203125, 917.1109008789062]",0.8518775701522827,,0.2161
360,1,"[537.4085083007812, 537.4422607421875, 984.4354248046875, 917.0149536132812]",0.8382886648178101,,0.2143
361,1,"[539.6640625, 536.7196655273438, 984.7890014648438, 917.5368041992188]",0.838202953338623,,0.2112
362,1,"[537.5184326171875, 540.0928955078125, 992.7046508789062, 916.859619140625]",0.8438959717750549,,0.2115
363,1,"[536.376953125, 541.236328125, 995.2803955078125, 916.43212890625]",0.8443091511726379,,0.212
364,1,"[534.7723999023438, 541.6710205078125, 1000.2235717773438, 917.3663330078125]",0.8664391040802002,,0.2079
365,1,"[533.9700927734375, 541.75732421875, 1001.8099365234375, 917.4171142578125]",0.8664475083351135,,0.2084
366,1,"[537.7806396484375, 541.0675659179688, 1001.6519165039062, 916.6871948242188]",0.8549878597259521,,0.182
367,1,"[539.7567138671875, 541.1150512695312, 1001.8714599609375, 916.8547973632812]",0.8549407124519348,,0.1796
368,1,"[540.1940307617188, 541.3479614257812, 1006.2197875976562, 917.7615356445312]",0.8648178577423096,,0.198
369,1,"[540.3422241210938, 541.2069091796875, 1007.9500732421875, 917.817138671875]",0.8650081753730774,,0.1971
370,1,"[539.1414794921875, 538.9657592773438, 1006.1649169921875, 922.504150390625]",0.8728564381599426,,0.2097
371,1,"[537.9929809570312, 538.1958618164062, 1004.6260375976562, 924.295654296875]",0.8730562329292297,,0.2138
372,1,"[537.2327880859375, 537.1986083984375, 1005.9258422851562, 925.4122314453125]",0.8778802156448364,,0.2212
373,1,"[538.0659790039062, 536.9017944335938, 1007.42431640625, 925.8082275390625]",0.8778045773506165,,0.1966
374,1,"[537.717041015625, 537.6697387695312, 1011.9356689453125, 926.8496704101562]",0.8769664764404297,,0.2122
375,1,"[537.7904052734375, 537.6174926757812, 1013.9961547851562, 926.8886108398438]",0.876913845539093,,0.2132
376,1,"[538.1741333007812, 534.6190185546875, 1015.080810546875, 927.1204223632812]",0.8740522265434265,,0.2028
377,1,"[538.0712280273438, 533.99267578125, 1014.9044799804688, 927.7955932617188]",0.8738240599632263,,0.2045
378,1,"[538.6060791015625, 534.028076171875, 1022.97412109375, 928.3159790039062]",0.8777053356170654,,0.2098
379,1,"[538.6976928710938, 533.7741088867188, 1025.74560546875, 928.2036743164062]",0.8776347041130066,,0.2104
380,1,"[540.7517700195312, 530.7175903320312, 1030.9840087890625, 927.48583984375]",0.8744769096374512,,0.2095
381,1,"[541.3998413085938, 530.0239868164062, 1032.92529296875, 927.7017822265625]",0.8742580413818359,,0.2108
382,1,"[538.155517578125, 529.42529296875, 1035.95849609375, 928.6578979492188]",0.8646823167800903,,0.2134
383,1,"[537.0001220703125, 529.1614990234375, 1036.8883056640625, 928.9494018554688]",0.8648170828819275,,0.214
384,1,"[536.3170776367188, 527.4432983398438, 1044.273681640625, 927.9874877929688]",0.8259826302528381,,0.1756
385,1,"[536.5601196289062, 526.3067626953125, 1047.8140869140625, 927.1200561523438]",0.8264157176017761,,0.1773
386,1,"[536.2042846679688, 529.012451171875, 1077.230712890625, 928.7395629882812]",0.8589657545089722,,0.1792
387,1,"[536.58935546875, 530.2944946289062, 1088.2598876953125, 929.4818115234375]",0.8592593669891357,,0.1854
388,1,"[538.703857421875, 526.6860961914062, 1086.917724609375, 929.3961791992188]",0.8351132273674011,,0.1838
389,1,"[538.4752197265625, 524.9746704101562, 1085.1114501953125, 929.0333251953125]",0.8354237079620361,,0.1812
390,1,"[538.09423828125, 525.0111694335938, 1090.30908203125, 927.5354614257812]",0.8561844825744629,,0.177
391,1,"[537.7977294921875, 525.0880126953125, 1091.81982421875, 927.0341186523438]",0.8556185364723206,,0.1755
392,1,"[535.9439697265625, 526.230712890625, 1108.0089111328125, 925.4617919921875]",0.8742887377738953,,0.167
393,1,"[535.4790649414062, 527.1993408203125, 1114.36767578125, 925.2660522460938]",0.8745414018630981,,0.168
394,1,"[542.1083984375, 528.8909301757812, 1111.603515625, 927.902099609375]",0.8667938113212585,,0.1797
395,1,"[544.1988525390625, 529.4150390625, 1109.618896484375, 928.729248046875]",0.866705596446991,,0.1832
396,1,"[542.1556396484375, 526.2864990234375, 1106.955810546875, 928.752197265625]",0.8737451434135437,,0.1805
397,1,"[541.5155029296875, 524.8746948242188, 1106.0045166015625, 928.6162719726562]",0.8738164901733398,,0.179
398,1,"[540.5582275390625, 524.038818359375, 1110.512451171875, 927.928466796875]",0.8758832216262817,,0.1769
399,1,"[540.072265625, 524.0526123046875, 1112.2393798828125, 927.989990234375]",0.8759612441062927,,0.1774
400,1,"[543.6334838867188, 527.8529663085938, 1106.9698486328125, 931.6678466796875]",0.8824652433395386,,0.185
401,1,"[544.7551879882812, 528.9103393554688, 1104.1646728515625, 932.7298583984375]",0.8824219107627869,,0.1887
402,1,"[545.9273071289062, 528.2120971679688, 1106.5455322265625, 932.1655883789062]",0.8905249834060669,,0.1875
403,1,"[546.1473388671875, 527.932373046875, 1106.7667236328125, 932.2164916992188]",0.8901615142822266,,0.1877
404,1,"[544.8197631835938, 526.6154174804688, 1103.8321533203125, 934.5173950195312]",0.8830252885818481,,0.2012
405,1,"[544.0833740234375, 526.5621337890625, 1102.5345458984375, 935.77880859375]",0.8832888007164001,,0.1993
406,1,"[543.9173583984375, 523.794677734375, 1095.1046142578125, 941.9608764648438]",0.8777055740356445,,0.1906
407,1,"[543.508544921875, 522.1603393554688, 1091.971923828125, 943.74951171875]",0.8775757551193237,,0.1934
408,1,"[545.5328979492188, 524.5825805664062, 1093.818603515625, 941.3921508789062]",0.8893870711326599,,0.2123
409,1,"[546.5769653320312, 525.6654663085938, 1094.89501953125, 940.4882202148438]",0.889449954032898,,0.2107
410,1,"[543.0092163085938, 519.1873168945312, 1098.2603759765625, 941.3016967773438]",0.8819400668144226,,0.2044
411,1,"[541.43701171875, 517.1395263671875, 1099.2894287109375, 942.0244750976562]",0.8818326592445374,,0.2057
412,1,"[541.3455810546875, 515.3077392578125, 1104.8170166015625, 943.2250366210938]",0.8907828330993652,,0.2042
413,1,"[541.72216796875, 514.263916015625, 1107.0260009765625, 943.2820434570312]",0.8909059166908264,,0.2025
414,1,"[542.2820434570312, 511.6914367675781, 1104.0335693359375, 941.489013671875]",0.8863291144371033,,0.2
415,1,"[542.799072265625, 511.5740966796875, 1103.2525634765625, 941.5701904296875]",0.8861281275749207,,0.2002
416,1,"[543.4366455078125, 513.6488037109375, 1108.1365966796875, 943.3173217773438]",0.8877946138381958,,0.1996
417,1,"[543.2695922851562, 513.8731689453125, 1109.42529296875, 943.3101196289062]",0.8878321051597595,,0.1995
418,1,"[544.8922119140625, 513.7643432617188, 1109.27001953125, 944.9108276367188]",0.887523889541626,,0.199
419,1,"[545.6742553710938, 513.5524291992188, 1109.510986328125, 945.2719116210938]",0.8874528408050537,,0.1981
420,1,"[543.6883544921875, 510.7089538574219, 1112.71728515625, 943.6962890625]",0.8847176432609558,,0.2096
421,1,"[542.6387329101562, 509.8532409667969, 1113.8033447265625, 943.3095703125]",0.8844612240791321,,0.2079
422,1,"[542.7847900390625, 507.78326416015625, 1118.7100830078125, 944.4236450195312]",0.8760467171669006,,0.1952
423,1,"[542.921875, 507.2437744140625, 1120.4708251953125, 945.0360717773438]",0.8761160373687744,,0.1948
424,1,"[542.9985961914062, 506.0566711425781, 1128.5699462890625, 949.009521484375]",0.8759719729423523,,0.1951
425,1,"[542.9637451171875, 505.9059753417969, 1131.530029296875, 950.7503662109375]",0.8760054707527161,,0.1957
426,1,"[544.2843627929688, 506.4919738769531, 1134.814453125, 951.4846801757812]",0.8791964054107666,,0.1939
427,1,"[544.7048950195312, 506.8964538574219, 1135.919189453125, 951.8064575195312]",0.8792431354522705,,0.1937
428,1,"[545.2791137695312, 508.9516906738281, 1134.677001953125, 948.4354248046875]",0.8788212537765503,,0.191
429,1,"[545.1851196289062, 509.4246826171875, 1133.765625, 946.844482421875]",0.878860354423523,,0.1902
430,1,"[544.42333984375, 509.5252685546875, 1132.170654296875, 946.609130859375]",0.8791096806526184,,0.1915
431,1,"[544.3941040039062, 509.1951599121094, 1131.6611328125, 946.2677001953125]",0.8791421055793762,,0.1912
432,1,"[543.3779907226562, 505.9450378417969, 1135.575927734375, 950.3547973632812]",0.8820747137069702,,0.1888
433,1,"[542.63330078125, 505.2702941894531, 1136.611083984375, 952.3533325195312]",0.8820028901100159,,0.1941
434,1,"[540.3722534179688, 504.8107604980469, 1134.6517333984375, 954.4000854492188]",0.8796294927597046,,0.1767
435,1,"[539.8827514648438, 504.4105224609375, 1134.324951171875, 954.8038330078125]",0.8797092437744141,,0.1776
436,1,"[540.4503784179688, 502.7568359375, 1133.856689453125, 954.0065307617188]",0.8825591206550598,,0.1758
437,1,"[541.091796875, 502.7383728027344, 1134.0322265625, 954.3545532226562]",0.8825231790542603,,0.1751
438,1,"[543.7186889648438, 500.3117370605469, 1139.7113037109375, 955.259765625]",0.8853420615196228,,0.1699
439,1,"[544.1613159179688, 499.5377502441406, 1141.3292236328125, 955.617431640625]",0.8853864669799805,,0.1688
440,1,"[541.5034790039062, 500.39508056640625, 1145.3739013671875, 956.3860473632812]",0.8855406641960144,,0.1956
441,1,"[540.9771118164062, 500.32354736328125, 1147.3148193359375, 956.2211303710938]",0.8856107592582703,,0.1954
442,1,"[541.5469360351562, 497.92974853515625, 1143.9984130859375, 955.2850341796875]",0.8885224461555481,,0.1706
443,1,"[542.019287109375, 497.67535400390625, 1142.8623046875, 955.4789428710938]",0.8885595202445984,,0.1703
444,1,"[542.6046142578125, 496.8134460449219, 1151.2218017578125, 956.0269775390625]",0.881762683391571,,0.172
445,1,"[542.4639282226562, 496.8323059082031, 1153.9884033203125, 956.5730590820312]",0.8816925287246704,,0.1718
446,1,"[541.790771484375, 497.6872863769531, 1149.3128662109375, 957.019775390625]",0.8870059847831726,,0.1653
447,1,"[541.815185546875, 497.5206604003906, 1147.84228515625, 956.6937866210938]",0.8872267007827759,,0.1654
448,1,"[542.6355590820312, 496.95220947265625, 1159.248779296875, 957.5577392578125]",0.8875106573104858,,0.1663
449,1,"[542.4647216796875, 496.8058166503906, 1162.60986328125, 957.9710083007812]",0.8874569535255432,,0.1659
450,1,"[542.6840209960938, 497.4785461425781, 1164.262451171875, 957.8907470703125]",0.8848704099655151,,0.1699
451,1,"[542.7379760742188, 497.9347839355469, 1164.9747314453125, 958.0306396484375]",0.8845914602279663,,0.1699
452,1,"[541.5814819335938, 497.4532775878906, 1169.94287109375, 957.8382568359375]",0.8843635320663452,,0.1652
453,1,"[541.3984985351562, 497.5235290527344, 1171.5155029296875, 957.9540405273438]",0.8840826153755188,,0.1651
454,1,"[542.1928100585938, 497.40032958984375, 1174.424072265625, 959.210205078125]",0.8917519450187683,,0.1642
455,1,"[542.285400390625, 496.86639404296875, 1175.358642578125, 959.2554321289062]",0.891963005065918,,0.1637
456,1,"[540.896240234375, 496.3364562988281, 1179.154541015625, 959.560791015625]",0.8900924921035767,,0.1689
457,1,"[540.3975219726562, 496.60650634765625, 1180.6005859375, 960.0130615234375]",0.8902895450592041,,0.1696
458,1,"[540.2951049804688, 496.79345703125, 1180.9794921875, 961.8623046875]",0.8932164311408997,,0.162
459,1,"[540.3436889648438, 496.60418701171875, 1181.3089599609375, 962.0676879882812]",0.8931859731674194,,0.1619
460,1,"[540.8582153320312, 496.4772033691406, 1182.7418212890625, 962.3060913085938]",0.8934779167175293,,0.1656
461,1,"[540.7567749023438, 496.2532653808594, 1182.92919921875, 962.2574462890625]",0.893406093120575,,0.1655
462,1,"[539.5536499023438, 495.1702880859375, 1182.6221923828125, 963.3069458007812]",0.8899617791175842,,0.1516
463,1,"[539.4193115234375, 494.9932556152344, 1182.6968994140625, 963.8132934570312]",0.8900023102760315,,0.1521
464,1,"[540.1469116210938, 494.1513366699219, 1185.513916015625, 965.0038452148438]",0.891092836856842,,0.1623
465,1,"[540.2794189453125, 493.67449951171875, 1186.33642578125, 965.4210815429688]",0.8911145925521851,,0.162
466,1,"[540.080810546875, 491.95428466796875, 1193.9561767578125, 966.4058837890625]",0.8898215293884277,,0.1649
467,1,"[539.8446655273438, 491.1155090332031, 1196.34619140625, 966.8963012695312]",0.8897075057029724,,0.1646
468,1,"[538.66259765625, 489.0872497558594, 1197.457763671875, 967.572021484375]",0.8862016797065735,,0.1655
469,1,"[538.3165893554688, 488.9150085449219, 1198.2081298828125, 968.0885009765625]",0.886238694190979,,0.1661
470,1,"[536.4976196289062, 492.3968200683594, 1203.9498291015625, 969.2509155273438]",0.8922192454338074,,0.1644
471,1,"[535.5042114257812, 492.8073425292969, 1205.7584228515625, 968.7509765625]",0.8921139240264893,,0.165
472,1,"[536.109619140625, 487.8246154785156, 1208.931396484375, 968.3795166015625]",0.8911772966384888,,0.1547
473,1,"[536.4959716796875, 486.5978698730469, 1210.0888671875, 968.8309936523438]",0.8909041881561279,,0.1539
474,1,"[536.15576171875, 486.0384216308594, 1214.939453125, 969.3847045898438]",0.8986377120018005,,0.1687
475,1,"[535.7926025390625, 486.0517883300781, 1216.480224609375, 969.7369995117188]",0.8986782431602478,,0.169
476,1,"[536.6553344726562, 484.53167724609375, 1222.1688232421875, 968.6478271484375]",0.8924635052680969,,0.1712
477,1,"[536.7787475585938, 484.6107177734375, 1224.0816650390625, 968.8054809570312]",0.892508864402771,,0.1706
478,1,"[536.5755004882812, 485.18695068359375, 1226.4180908203125, 970.6203002929688]",0.8911330699920654,,0.1617
479,1,"[536.3851928710938, 484.8123474121094, 1227.1900634765625, 970.6649780273438]",0.8910506367683411,,0.1616
480,1,"[535.7422485351562, 482.93377685546875, 1230.471435546875, 971.4461059570312]",0.8903450965881348,,0.1825
481,1,"[535.2505493164062, 482.3306579589844, 1231.6060791015625, 971.5841064453125]",0.890221893787384,,0.1827
482,1,"[535.3529663085938, 481.45123291015625, 1232.75048828125, 971.8887329101562]",0.8912274241447449,,0.1612
483,1,"[535.9769897460938, 481.4655456542969, 1233.6717529296875, 972.3067016601562]",0.8912230134010315,,0.1606
484,1,"[536.4544677734375, 480.0195007324219, 1235.751953125, 973.480712890625]",0.8879376649856567,,0.1638
485,1,"[536.347412109375, 479.73760986328125, 1236.112548828125, 974.0972900390625]",0.8879683017730713,,0.1638
486,1,"[536.5678100585938, 477.33026123046875, 1236.702392578125, 974.2909545898438]",0.8896672129631042,,0.1632
487,1,"[536.640625, 476.6256408691406, 1236.760986328125, 974.723876953125]",0.8896623253822327,,0.1632
488,1,"[536.2216796875, 476.2581481933594, 1246.9974365234375, 975.8702392578125]",0.8843156695365906,,0.1619
489,1,"[535.9661865234375, 476.03021240234375, 1250.46435546875, 976.1758422851562]",0.8842841982841492,,0.163
490,1,"[535.05322265625, 477.7906799316406, 1258.253662109375, 978.1680297851562]",0.8809782266616821,,0.1626
