frame,train_track_id,train_conf,train_bbox,assigned_track,overlap
3,1,0.577385425567627,"[225.22384643554688, 568.510009765625, 407.9793395996094, 714.991943359375]",voie1,0.1963
51,3,0.4374675452709198,"[221.28089904785156, 530.7789916992188, 542.0536499023438, 742.00341796875]",voie1,0.3085
64,3,0.6850694417953491,"[214.2700958251953, 513.9356079101562, 639.2022094726562, 781.0093383789062]",voie1,0.3858
65,3,0.6837336421012878,"[214.08583068847656, 513.336669921875, 641.9303588867188, 782.1434326171875]",voie1,0.3876
99,4,0.7037945985794067,"[673.657958984375, 440.2420349121094, 1057.6077880859375, 866.0027465820312]",voie2,0.0241
99,5,0.48895689845085144,"[482.0497741699219, 438.7366638183594, 1065.53125, 858.7940673828125]",voie1,0.1353
100,4,0.6461109519004822,"[675.0264282226562, 433.45098876953125, 1097.135498046875, 859.979736328125]",,0.0
101,4,0.6409813165664673,"[675.5706176757812, 431.0364990234375, 1110.626220703125, 857.688232421875]",,0.0
102,4,0.7930195927619934,"[672.978515625, 418.1081848144531, 1150.281005859375, 869.2778930664062]",,0.0
103,4,0.7948284149169922,"[671.9649658203125, 414.005859375, 1163.5531005859375, 872.9769897460938]",voie2,0.0028
104,4,0.8201775550842285,"[673.93994140625, 408.34173583984375, 1206.5135498046875, 895.7881469726562]",voie2,0.018
105,4,0.8242043852806091,"[674.7942504882812, 406.5943298339844, 1222.529296875, 904.3053588867188]",voie2,0.0288
106,4,0.8437541723251343,"[680.752197265625, 401.8404541015625, 1257.4716796875, 909.0147705078125]",voie2,0.008
107,4,0.8446572422981262,"[683.2434692382812, 399.97802734375, 1270.2230224609375, 910.26708984375]",voie2,0.0095
108,4,0.748932957649231,"[676.48681640625, 393.8203430175781, 1334.325927734375, 901.7001953125]",voie2,0.0052
109,4,0.7074308395385742,"[673.7002563476562, 391.31707763671875, 1358.001953125, 904.1956176757812]",voie2,0.0081
110,4,0.6605307459831238,"[675.9046020507812, 386.7335510253906, 1408.67333984375, 944.7775268554688]",,0.0
111,4,0.6462550163269043,"[676.769287109375, 384.7663269042969, 1428.2730712890625, 959.906982421875]",,0.0
112,4,0.8471221923828125,"[674.0214233398438, 371.63677978515625, 1493.3277587890625, 984.9696044921875]",,0.0
113,4,0.8451984524726868,"[673.264892578125, 366.4903564453125, 1518.4561767578125, 994.1036376953125]",,0.0
114,4,0.7612597942352295,"[677.650390625, 352.9263610839844, 1584.083740234375, 999.2753295898438]",,0.0
115,4,0.762149453163147,"[679.2099609375, 347.8768615722656, 1608.77783203125, 1001.2816162109375]",,0.0
116,4,0.7990936040878296,"[676.97021484375, 341.4703369140625, 1647.9705810546875, 995.59326171875]",,0.0
